cotovelo_direito,cotovelo_esquerdo,ombro_direito,ombro_esquerdo,cintura_direita,cintura_esquerda,joelho_direito,joelho_esquerdo,braco_direito,braco_esquerdo,figure,image_name
169,173,7,13,141,178,110,169,0.53125,0.5394190871369294,lib,flipped_lib_47.jpeg
172,174,14,14,179,154,176,129,0.5067681895093062,0.5416666666666666,lib,lib_20.jpeg
169,179,11,11,178,132,174,82,0.5084897229669347,0.5238095238095238,lib,lib_90.jpeg
174,164,13,18,127,158,106,143,0.5480833893745797,0.5007429420505201,lib,flipped_lib_18.jpeg
173,168,18,21,166,172,150,163,0.5377358490566038,0.5148514851485149,lib,flipped_lib_79.jpeg
159,161,26,19,171,163,173,157,0.5164930555555556,0.5600315955766193,lib,lib_36.jpeg
169,179,15,16,157,165,143,157,0.5273109243697479,0.5081967213114754,lib,perspective_1_flipped_lib_79.jpeg
161,174,23,16,176,179,172,174,0.5037523452157598,0.5363716038562665,lib,lib_39.jpeg
158,162,12,17,171,152,160,140,0.5224252491694352,0.5546088303640588,lib,lib_104.jpeg
165,171,13,8,175,137,173,92,0.5433255269320844,0.5351609058402861,lib,perspective_1_lib_47.jpeg
170,172,18,17,177,167,178,144,0.4899244332493703,0.555921052631579,lib,perspective_1_lib_38.jpeg
179,169,14,22,160,174,127,178,0.5387355298308103,0.5009633911368016,lib,flipped_lib_89.jpeg
173,175,15,13,176,171,165,174,0.5255041518386714,0.5305164319248826,lib,perspective_1_flipped_lib_55.jpeg
170,171,7,18,147,178,108,167,0.5118035882908404,0.5256880733944954,lib,flipped_lib_25.jpeg
174,169,12,16,177,177,169,166,0.4966313763233879,0.537577365163572,lib,perspective_1_lib_0.jpeg
178,179,7,14,162,172,104,175,0.4845814977973568,0.4983922829581994,lib,perspective_1_flipped_lib_75.jpeg
171,170,3,21,163,179,108,177,0.5188916876574308,0.5196982397317687,lib,flipped_lib_64.jpeg
174,175,8,13,147,178,110,168,0.5236139630390144,0.5231243576567317,lib,perspective_1_flipped_lib_23.jpeg
173,174,12,12,178,172,159,179,0.5252525252525253,0.5268456375838926,lib,perspective_1_flipped_lib_88.jpeg
165,171,16,18,176,177,173,176,0.5186360031720857,0.5359327217125383,lib,lib_57.jpeg
169,174,8,18,125,179,82,171,0.5009293680297398,0.5018552875695733,lib,perspective_1_flipped_lib_10.jpeg
170,162,21,13,173,171,177,173,0.544456641053787,0.48125,lib,perspective_1_flipped_lib_40.jpeg
177,174,8,13,142,178,114,163,0.5213004484304933,0.5505263157894736,lib,perspective_1_flipped_lib_25.jpeg
179,170,9,13,173,119,179,61,0.5037513397642015,0.5105708245243129,lib,perspective_1_lib_93.jpeg
169,176,10,11,171,174,174,178,0.5049627791563276,0.5289256198347108,lib,perspective_1_lib_87.jpeg
179,176,12,18,179,175,146,177,0.5184729064039408,0.5317365269461077,lib,perspective_1_flipped_lib_77.jpeg
168,174,17,17,175,174,169,165,0.4938176197836167,0.5277577505407354,lib,lib_0.jpeg
177,179,7,18,174,168,137,174,0.4948849104859335,0.535840188014101,lib,perspective_1_flipped_lib_76.jpeg
171,172,15,7,179,148,178,105,0.5195530726256983,0.5243362831858407,lib,perspective_1_lib_24.jpeg
174,172,6,12,134,172,103,159,0.5247844827586207,0.5283422459893048,lib,perspective_1_flipped_lib_27.jpeg
178,175,12,14,165,173,134,173,0.5304475421863536,0.5027195027195027,lib,flipped_lib_3.jpeg
178,175,15,14,175,177,164,173,0.5248554913294797,0.4981684981684982,lib,perspective_1_flipped_lib_83.jpeg
176,172,12,7,177,143,166,92,0.5027124773960217,0.49355432780847147,lib,lib_91.jpeg
172,167,19,16,172,115,165,88,0.5050251256281407,0.5402567094515752,lib,perspective_1_lib_83.jpeg
176,164,7,3,177,118,164,64,0.49431321084864394,0.4907488986784141,lib,lib_94.jpeg
176,175,9,15,158,175,128,179,0.5483071841453344,0.521015761821366,lib,flipped_lib_20.jpeg
171,178,11,9,178,148,179,84,0.4965116279069767,0.5112866817155757,lib,perspective_1_lib_91.jpeg
165,174,16,15,178,158,177,137,0.5293118096856415,0.5391014975041597,lib,lib_45.jpeg
169,170,6,21,150,166,96,165,0.4994640943193998,0.5311244979919679,lib,perspective_1_flipped_lib_74.jpeg
169,166,15,21,128,150,107,134,0.5341841385597083,0.5151802656546489,lib,perspective_1_flipped_lib_18.jpeg
166,160,24,17,164,116,153,99,0.4991212653778559,0.5591647331786543,lib,lib_83.jpeg
160,176,19,15,177,178,167,173,0.48846153846153845,0.5238663484486874,lib,lib_14.jpeg
171,161,15,20,168,136,171,111,0.5355805243445693,0.5613207547169812,lib,perspective_1_lib_41.jpeg
178,176,16,8,175,149,175,102,0.5080645161290323,0.5217770034843205,lib,lib_73.jpeg
179,177,11,15,168,174,137,178,0.5268361581920904,0.5025983667409057,lib,flipped_lib_4.jpeg
166,174,18,19,177,157,167,115,0.4910891089108911,0.5398388540734109,lib,perspective_1_lib_15.jpeg
162,169,19,21,179,172,172,174,0.4942528735632184,0.5250578257517348,lib,lib_80.jpeg
174,177,15,10,174,153,175,115,0.5297723292469352,0.5264550264550265,lib,lib_51.jpeg
178,177,12,16,168,173,169,168,0.5270034843205574,0.5151785714285714,lib,flipped_lib_78.jpeg
179,172,8,17,172,172,139,179,0.5245901639344263,0.5303643724696356,lib,perspective_1_flipped_lib_12.jpeg
175,177,8,11,154,178,126,173,0.53515625,0.5534709193245778,lib,perspective_1_flipped_lib_46.jpeg
177,174,12,17,170,174,167,170,0.5154639175257731,0.5174537987679672,lib,perspective_1_flipped_lib_78.jpeg
153,167,30,15,175,157,160,127,0.4953664700926706,0.5381649961449498,lib,lib_82.jpeg
178,174,12,13,175,168,152,175,0.5392077607113985,0.5454545454545454,lib,flipped_lib_55.jpeg
163,177,18,14,176,167,172,129,0.4933823529411765,0.5134180790960452,lib,lib_3.jpeg
166,178,4,12,134,173,96,179,0.5048543689320388,0.5017445917655269,lib,flipped_lib_10.jpeg
174,171,16,9,179,131,171,85,0.5152877697841727,0.5325238508239376,lib,perspective_1_lib_10.jpeg
174,178,15,9,177,174,177,175,0.5523255813953488,0.5452755905511811,lib,perspective_1_flipped_lib_58.jpeg
168,175,15,14,175,174,175,173,0.5314465408805031,0.5120087336244541,lib,perspective_1_lib_86.jpeg
171,176,18,16,174,168,167,139,0.5009842519685039,0.5230479774223895,lib,perspective_1_lib_3.jpeg
173,173,16,16,170,178,178,173,0.5516569200779727,0.5362903225806451,lib,perspective_1_lib_55.jpeg
179,175,11,16,169,174,134,177,0.5279947916666666,0.5094722598105548,lib,flipped_lib_13.jpeg
174,172,11,10,176,129,175,79,0.4940855323020928,0.5105633802816901,lib,perspective_1_lib_7.jpeg
175,169,14,10,178,178,166,178,0.5197255574614065,0.4991055456171735,lib,flipped_lib_99.jpeg
174,178,15,10,166,179,152,172,0.5437837837837838,0.5258426966292135,lib,perspective_1_flipped_lib_45.jpeg
175,179,9,15,179,174,156,176,0.5157593123209169,0.5189753320683111,lib,flipped_lib_77.jpeg
166,175,4,10,134,175,97,161,0.5147783251231527,0.530952380952381,lib,flipped_lib_48.jpeg
171,175,14,5,164,173,152,163,0.5497435897435897,0.527448869752422,lib,perspective_1_flipped_lib_103.jpeg
168,167,19,16,175,153,176,129,0.5296052631578947,0.5644670050761421,lib,perspective_1_lib_37.jpeg
172,176,6,10,143,178,99,166,0.47793326157158234,0.5056065239551478,lib,perspective_1_flipped_lib_91.jpeg
178,170,12,14,178,176,171,172,0.5393835616438356,0.5157515751575158,lib,perspective_1_flipped_lib_1.jpeg
176,168,16,18,167,179,152,166,0.5451505016722408,0.5,lib,flipped_lib_83.jpeg
164,169,27,14,156,116,144,84,0.4753521126760563,0.5634765625,lib,perspective_1_lib_81.jpeg
170,169,16,17,177,162,178,120,0.5122767857142857,0.5321199143468951,lib,perspective_1_lib_20.jpeg
166,177,18,12,179,161,176,130,0.5308510638297872,0.5318471337579618,lib,perspective_1_lib_53.jpeg
175,178,5,15,166,169,136,176,0.5293146160198183,0.525,lib,flipped_lib_67.jpeg
166,175,6,15,141,178,97,167,0.5260791366906474,0.5307212822796082,lib,flipped_lib_24.jpeg
167,177,18,11,176,165,172,123,0.49423076923076925,0.5102420856610801,lib,lib_13.jpeg
172,177,16,11,174,160,176,121,0.505091649694501,0.5080971659919028,lib,lib_5.jpeg
166,173,22,13,170,154,168,143,0.5427995971802618,0.5390862944162437,lib,perspective_1_lib_36.jpeg
177,172,14,7,177,126,174,82,0.5024255024255024,0.5065292096219931,lib,lib_10.jpeg
176,176,11,18,164,172,121,174,0.49853372434017595,0.5178571428571429,lib,flipped_lib_76.jpeg
170,176,16,12,179,172,171,178,0.5485812553740327,0.5283018867924528,lib,flipped_lib_44.jpeg
178,176,12,8,172,179,160,178,0.5260058881256133,0.5091463414634146,lib,perspective_1_flipped_lib_2.jpeg
166,171,17,14,166,173,153,169,0.5583103764921947,0.5357142857142857,lib,flipped_lib_40.jpeg
174,179,8,17,162,165,115,164,0.5318181818181819,0.5487404162102957,lib,perspective_1_flipped_lib_68.jpeg
159,177,16,12,177,177,171,161,0.4895652173913044,0.5219869706840391,lib,lib_99.jpeg
167,175,23,15,179,165,177,138,0.49496221662468515,0.5243179122182681,lib,perspective_1_lib_22.jpeg
165,174,22,20,150,176,101,177,0.5208098987626547,0.5005861664712778,lib,perspective_1_flipped_lib_89.jpeg
175,177,6,10,166,179,144,172,0.5351137487636004,0.5364891518737672,lib,perspective_1_flipped_lib_20.jpeg
171,175,16,9,173,123,161,90,0.5213055303717135,0.5247524752475248,lib,lib_28.jpeg
173,177,0,18,152,174,115,174,0.537182852143482,0.5242805755395683,lib,flipped_lib_72.jpeg
174,176,9,15,149,176,106,172,0.5188227241615332,0.504231311706629,lib,flipped_lib_6.jpeg
174,177,12,12,163,176,133,173,0.5057471264367817,0.544973544973545,lib,perspective_1_flipped_lib_52.jpeg
176,161,10,21,176,172,142,176,0.5374592833876222,0.49823321554770317,lib,flipped_lib_98.jpeg
164,177,18,11,170,128,162,93,0.519650655021834,0.5098039215686274,lib,lib_30.jpeg
172,173,14,10,173,125,160,86,0.5216989843028624,0.5172413793103449,lib,lib_25.jpeg
178,173,16,18,179,177,176,172,0.5323383084577115,0.502206531332745,lib,flipped_lib_85.jpeg
171,172,19,9,179,139,165,105,0.5304022450888681,0.5173076923076924,lib,lib_29.jpeg
174,179,8,15,160,172,116,177,0.5190236898779612,0.5084372707263389,lib,flipped_lib_12.jpeg
177,166,10,5,176,120,168,62,0.5026086956521739,0.5008726003490401,lib,lib_92.jpeg
176,172,5,13,165,178,133,174,0.5152838427947598,0.5225806451612903,lib,perspective_1_flipped_lib_21.jpeg
179,167,18,9,170,152,173,105,0.499359795134443,0.5012755102040817,lib,perspective_1_lib_73.jpeg
163,179,4,9,135,178,100,159,0.5145797598627787,0.535303776683087,lib,flipped_lib_49.jpeg
174,168,10,14,171,175,173,164,0.5192135835567471,0.5247349823321554,lib,lib_88.jpeg
169,175,18,10,177,153,178,102,0.5003436426116838,0.5071186440677966,lib,lib_12.jpeg
167,165,23,22,172,134,167,116,0.4892601431980907,0.5270718232044199,lib,perspective_1_lib_84.jpeg
166,176,22,13,174,177,165,165,0.5034843205574913,0.5242070116861436,lib,lib_78.jpeg
176,167,10,10,174,177,164,174,0.5238558909444986,0.4730603448275862,lib,perspective_1_flipped_lib_99.jpeg
164,178,0,14,144,171,104,179,0.5092511013215859,0.5083848190644307,lib,perspective_1_flipped_lib_8.jpeg
177,173,16,16,174,177,163,177,0.516734693877551,0.49915397631133673,lib,flipped_lib_80.jpeg
178,171,15,9,172,148,168,101,0.5233545647558386,0.5027685492801772,lib,perspective_1_lib_74.jpeg
169,171,8,14,156,177,130,174,0.5314995563442768,0.5376532399299475,lib,flipped_lib_46.jpeg
173,170,18,18,178,175,178,159,0.47125,0.555672268907563,lib,perspective_1_lib_85.jpeg
171,171,16,7,173,117,159,81,0.5183150183150184,0.5365638766519824,lib,lib_27.jpeg
174,176,17,9,178,169,170,59,0.49588477366255146,0.5114656031904287,lib,perspective_1_lib_64.jpeg
170,166,16,18,146,165,123,148,0.5489923558026407,0.48857368006304175,lib,flipped_lib_19.jpeg
158,115,100,12,155,137,170,175,0.327445652173913,0.4329896907216495,arabesque,flipped_arabesque_16.jpeg
147,86,79,51,137,123,176,167,0.38990825688073394,0.2326923076923077,arabesque,arabesque_29.jpeg
170,122,111,17,158,131,176,159,0.2705061082024433,0.4411764705882353,arabesque,perspective_2_flipped_arabesque_16.jpeg
148,58,55,48,130,135,170,156,0.37763713080168776,0.23969072164948454,arabesque,perspective_2_arabesque_40.jpeg
108,40,119,15,159,135,163,177,0.21792260692464357,0.2902033271719039,arabesque,perspective_1_flipped_arabesque_43.jpeg
149,104,94,21,129,157,168,176,0.4954954954954955,0.36794582392776526,arabesque,perspective_1_arabesque_52.jpeg
67,133,72,33,173,145,144,170,0.10441767068273092,0.40848806366047746,arabesque,perspective_1_flipped_arabesque_14.jpeg
94,85,78,141,139,155,171,165,0.3219178082191781,0.20641282565130262,arabesque,perspective_1_arabesque_46.jpeg
178,116,58,64,161,117,158,169,0.4094955489614243,0.2781136638452237,arabesque,arabesque_13.jpeg
125,76,1,34,131,136,162,173,0.350547730829421,0.24408014571949,arabesque,perspective_2_flipped_arabesque_25.jpeg
135,142,163,0,161,126,177,172,0.41835147744945567,0.3724832214765101,arabesque,perspective_1_flipped_arabesque_69.jpeg
4,85,45,8,143,172,160,150,0.1,0.22371967654986524,arabesque,perspective_2_flipped_arabesque_63.jpeg
160,132,24,71,165,117,167,175,0.35275080906148865,0.453551912568306,arabesque,perspective_2_flipped_arabesque_49.jpeg
162,100,58,20,133,124,160,171,0.24242424242424243,0.3577981651376147,arabesque,perspective_2_flipped_arabesque_37.jpeg
167,125,143,100,158,118,170,161,0.39255702280912363,0.41502890173410406,arabesque,flipped_arabesque_51.jpeg
173,67,103,73,148,91,167,145,0.2910714285714286,0.19308943089430894,arabesque,arabesque_24.jpeg
142,77,179,25,176,121,174,177,0.22807017543859648,0.2857142857142857,arabesque,flipped_arabesque_61.jpeg
175,59,60,20,168,128,168,179,0.20735785953177258,0.3323943661971831,arabesque,flipped_arabesque_43.jpeg
131,31,33,17,163,118,177,161,0.1951219512195122,0.17123287671232876,arabesque,perspective_2_flipped_arabesque_6.jpeg
14,59,55,41,136,133,176,169,0.1044776119402985,0.2291220556745182,arabesque,perspective_1_flipped_arabesque_26.jpeg
155,101,51,7,148,137,177,146,0.3452157598499062,0.30060120240480964,arabesque,perspective_1_flipped_arabesque_36.jpeg
165,97,41,33,153,128,168,156,0.3704414587332054,0.3716475095785441,arabesque,perspective_2_arabesque_25.jpeg
60,106,29,45,129,143,167,175,0.18326693227091634,0.3322475570032573,arabesque,perspective_2_flipped_arabesque_28.jpeg
34,91,19,25,123,162,179,178,0.13164556962025317,0.2733050847457627,arabesque,perspective_2_arabesque_7.jpeg
99,84,171,13,179,127,170,174,0.15073529411764705,0.29357798165137616,arabesque,flipped_arabesque_60.jpeg
78,60,141,29,168,122,178,169,0.09183673469387756,0.21929824561403508,arabesque,perspective_1_flipped_arabesque_65.jpeg
137,81,92,41,131,152,163,172,0.4811594202898551,0.30078125,arabesque,perspective_1_arabesque_48.jpeg
158,171,93,51,153,175,178,173,0.24168514412416853,0.4940828402366864,arabesque,perspective_2_flipped_arabesque_15.jpeg
63,163,43,49,113,166,166,156,0.2457627118644068,0.21238938053097345,arabesque,perspective_1_arabesque_6.jpeg
129,70,77,133,126,163,161,161,0.3813682678311499,0.24377224199288255,arabesque,arabesque_46.jpeg
75,82,50,142,126,155,169,171,0.27204502814258913,0.2828096118299446,arabesque,arabesque_64.jpeg
178,42,83,94,134,125,164,175,0.3294392523364486,0.18233618233618235,arabesque,perspective_1_arabesque_26.jpeg
130,90,87,8,147,128,174,178,0.35600578871201155,0.2137809187279152,arabesque,perspective_1_flipped_arabesque_33.jpeg
169,74,40,43,168,132,175,174,0.17088607594936708,0.35467980295566504,arabesque,flipped_arabesque_55.jpeg
149,122,97,170,132,154,171,174,0.4769775678866588,0.42985842985842987,arabesque,arabesque_48.jpeg
116,90,9,124,130,132,176,166,0.3849056603773585,0.1683673469387755,arabesque,arabesque_12.jpeg
105,75,8,128,120,158,167,177,0.34137291280148424,0.18764302059496568,arabesque,perspective_2_arabesque_19.jpeg
126,119,96,177,129,153,167,164,0.4228650137741047,0.36128048780487804,arabesque,arabesque_47.jpeg
153,91,37,117,128,166,158,146,0.4444444444444444,0.19478527607361965,arabesque,arabesque_41.jpeg
150,67,161,28,164,120,176,177,0.2222222222222222,0.286,arabesque,perspective_1_flipped_arabesque_60.jpeg
133,59,7,51,128,144,151,178,0.3139717425431711,0.20976491862567812,arabesque,flipped_arabesque_25.jpeg
64,107,144,57,129,138,179,168,0.126232741617357,0.2979397781299525,arabesque,perspective_1_flipped_arabesque_23.jpeg
141,131,63,9,138,131,179,175,0.34555984555984554,0.3779816513761468,arabesque,perspective_1_flipped_arabesque_37.jpeg
78,44,39,115,116,159,177,171,0.21703853955375255,0.15904139433551198,arabesque,arabesque_21.jpeg
1,108,26,143,141,165,164,162,0.2042755344418052,0.2588495575221239,arabesque,perspective_2_arabesque_67.jpeg
135,112,30,22,122,125,117,179,0.3079710144927536,0.3379549393414211,arabesque,perspective_2_flipped_arabesque_38.jpeg
128,53,0,6,163,112,179,158,0.26057529610829105,0.22380106571936056,arabesque,perspective_1_flipped_arabesque_6.jpeg
179,64,69,23,139,115,169,155,0.46393762183235865,0.2857142857142857,arabesque,perspective_1_arabesque_28.jpeg
89,11,5,50,127,166,169,170,0.27886323268206037,0.22960151802656548,arabesque,perspective_1_arabesque_5.jpeg
164,27,28,136,129,163,169,148,0.38483547925608014,0.07327586206896551,arabesque,arabesque_57.jpeg
123,146,48,41,125,145,177,176,0.37748344370860926,0.38562091503267976,arabesque,perspective_1_arabesque_39.jpeg
105,65,12,175,129,150,178,179,0.3826086956521739,0.1744186046511628,arabesque,perspective_1_arabesque_12.jpeg
52,117,139,66,128,141,175,162,0.08210180623973727,0.3021223470661673,arabesque,flipped_arabesque_23.jpeg
71,58,81,144,142,152,152,179,0.2768595041322314,0.32950191570881227,arabesque,perspective_1_arabesque_62.jpeg
165,67,81,48,136,124,163,169,0.43128654970760233,0.21887550200803213,arabesque,arabesque_28.jpeg
143,90,8,99,143,145,152,175,0.23123732251521298,0.26833976833976836,arabesque,perspective_1_arabesque_34.jpeg
131,63,14,6,128,161,161,152,0.28378378378378377,0.28239845261121854,arabesque,perspective_1_arabesque_20.jpeg
112,83,56,141,124,153,159,167,0.34772182254196643,0.3096446700507614,arabesque,perspective_1_arabesque_64.jpeg
133,74,41,79,134,134,161,164,0.39709443099273606,0.2824207492795389,arabesque,perspective_1_arabesque_38.jpeg
73,45,46,101,136,164,177,175,0.2100456621004566,0.14356435643564355,arabesque,perspective_1_arabesque_65.jpeg
151,94,98,155,125,158,178,175,0.48548199767711964,0.35043988269794724,arabesque,arabesque_52.jpeg
126,26,33,37,133,125,162,163,0.2722222222222222,0.24495677233429394,arabesque,flipped_arabesque_30.jpeg
3,70,105,22,167,135,179,175,0.046753246753246755,0.23060796645702306,arabesque,perspective_1_flipped_arabesque_61.jpeg
5,47,33,172,122,166,178,163,0.2527075812274368,0.1898238747553816,arabesque,perspective_1_arabesque_41.jpeg
107,101,35,169,122,161,163,166,0.33868378812199035,0.4002911208151383,arabesque,arabesque_69.jpeg
61,60,105,12,158,125,165,175,0.15202702702702703,0.2959326788218794,arabesque,flipped_arabesque_11.jpeg
69,123,154,18,158,120,179,172,0.20632279534109818,0.43416370106761565,arabesque,flipped_arabesque_18.jpeg
136,92,2,168,135,144,177,169,0.3582089552238806,0.20041322314049587,arabesque,perspective_1_arabesque_59.jpeg
41,65,97,4,159,118,177,171,0.07254901960784314,0.24077046548956663,arabesque,flipped_arabesque_21.jpeg
89,72,71,13,179,102,134,151,0.21833333333333332,0.24719101123595505,arabesque,perspective_2_arabesque_2.jpeg
156,95,45,48,134,121,174,167,0.3776223776223776,0.3581730769230769,arabesque,perspective_2_arabesque_39.jpeg
140,115,92,178,126,156,166,166,0.5130057803468208,0.37592592592592594,arabesque,perspective_1_arabesque_49.jpeg
45,5,25,18,147,129,177,175,0.13424657534246576,0.3803921568627451,arabesque,perspective_1_flipped_arabesque_57.jpeg
116,19,163,21,154,171,167,167,0.26905829596412556,0.13756613756613756,arabesque,perspective_2_flipped_arabesque_68.jpeg
81,50,153,29,161,127,174,170,0.20404040404040405,0.21825396825396826,arabesque,perspective_1_flipped_arabesque_62.jpeg
168,60,72,124,116,155,154,145,0.4161073825503356,0.26062322946175637,arabesque,perspective_1_arabesque_61.jpeg
62,117,86,97,124,135,146,170,0.15547024952015356,0.31357254290171604,arabesque,arabesque_31.jpeg
154,121,105,35,145,104,155,148,0.32926829268292684,0.48938992042440316,arabesque,perspective_1_flipped_arabesque_16.jpeg
167,41,71,50,148,139,166,155,0.4134275618374558,0.21077654516640254,arabesque,perspective_1_arabesque_22.jpeg
1,51,45,124,127,158,167,163,0.2079207920792079,0.2,arabesque,arabesque_66.jpeg
50,122,56,162,136,161,167,165,0.23673469387755103,0.25646123260437376,arabesque,perspective_2_arabesque_62.jpeg
177,83,54,144,140,156,159,176,0.2585812356979405,0.3305785123966942,arabesque,perspective_1_arabesque_63.jpeg
